Mission ID,Launch_Year,Launch_Month,Launch_Day,Country,Agency,Rocket,Launch_Site,Payload_kg,Launch_Cost_USD,Fuel_Used_Tons,Mission_Duration_Days,Delay_Days,Crew_Size,Weather,Orbit_Type,Satellite_Type,Mission_Status,Failure_Reason,Revenue_USD
8476,2008,2,9,UAE,NASA,Long March 5,Tanegashima Space Center,47048,485000000,784,312,6,4,Storm,LEO,Military,Success,No Failure,527000000
8477,2013,1,19,China,ISRO,GSLV Mk III,Guiana Space Centre,7622,183000000,507,83,8,1,Clear,MEO,Navigation,Success,No Failure,199000000
8478,2003,11,5,France,SpaceX,GSLV Mk III,Guiana Space Centre,1794,489000000,774,263,6,1,Storm,Polar,Weather,Success,No Failure,669000000
8479,2008,6,6,China,ISRO,Soyuz,Jiuquan Satellite Launch Center,47957,217000000,194,309,0,2,Storm,GEO,Navigation,Failure,Fuel Leak,405000000
8480,2012,6,19,Russia,CNSA,Soyuz,Jiuquan Satellite Launch Center,43042,430000000,566,238,1,6,Clear,MEO,Navigation,Success,No Failure,500000000
8481,2017,7,11,USA,NASA,Long March 5,Jiuquan Satellite Launch Center,48570,347000000,190,172,11,2,Clear,Polar,Weather,Success,No Failure,442000000
8482,2014,7,14,China,ISRO,GSLV Mk III,Baikonur Cosmodrome,41055,427000000,582,186,10,2,Rain,MEO,Scientific,Success,No Failure,480000000
8483,2009,8,8,India,ISRO,Starship,Satish Dhawan Space Centre,9055,167000000,678,362,7,6,Cloudy,GEO,Military,Success,No Failure,267000000
8484,2015,4,15,Russia,ESA,H-IIA,Satish Dhawan Space Centre,2616,105000000,941,42,0,5,Clear,MEO,Navigation,Success,No Failure,115000000
8485,2011,11,19,Japan,ISRO,GSLV Mk III,Guiana Space Centre,11047,28000000,164,228,1,0,Storm,MEO,Military,Success,No Failure,144000000
8486,2019,9,9,France,ESA,GSLV Mk III,Guiana Space Centre,13210,272000000,93,274,4,3,Storm,GEO,Navigation,Success,No Failure,422000000
8487,2004,1,21,Russia,ESA,Ariane 6,Tanegashima Space Center,3061,251000000,253,262,13,4,Clear,Sun-Synchronous,Weather,Success,No Failure,398000000
8488,2001,1,13,USA,Roscosmos,GSLV Mk III,Tanegashima Space Center,28192,395000000,522,132,14,5,Cloudy,MEO,Weather,Success,No Failure,555000000
8489,2009,1,10,UAE,CNSA,Soyuz,Baikonur Cosmodrome,39307,442000000,358,97,5,7,Cloudy,MEO,Weather,Success,No Failure,527000000
8490,2000,2,7,UAE,JAXA,Ariane 6,Guiana Space Centre,40668,486000000,973,53,0,3,Clear,MEO,Weather,Success,No Failure,619000000
8491,2006,2,11,Russia,NASA,Soyuz,Tanegashima Space Center,41136,266000000,371,277,0,4,Clear,LEO,Weather,Success,No Failure,322000000
8492,2025,3,11,Japan,ESA,Long March 5,Baikonur Cosmodrome,31586,389000000,454,194,1,7,Cloudy,LEO,Military,Success,No Failure,413000000
8493,2016,8,11,UAE,ISRO,GSLV Mk III,Satish Dhawan Space Centre,31055,20000000,410,355,2,5,Storm,GEO,Navigation,Success,No Failure,41000000
8494,2015,5,12,France,ESA,H-IIA,Guiana Space Centre,35810,286000000,175,173,8,7,Clear,Polar,Communication,Failure,Communication Failure,319000000
8495,2023,1,23,India,ESA,Soyuz,Kennedy Space Center,39988,124000000,169,340,2,0,Rain,LEO,Scientific,Success,No Failure,246000000
8496,2002,11,11,Japan,ESA,Long March 5,Guiana Space Centre,17767,253000000,263,193,7,4,Clear,GEO,Communication,Success,No Failure,422000000
8497,2013,10,5,Russia,SpaceX,GSLV Mk III,Tanegashima Space Center,1672,477000000,874,145,5,2,Clear,LEO,Navigation,Success,No Failure,630000000
8498,2009,12,24,Japan,JAXA,H-IIA,Guiana Space Centre,40306,276000000,360,145,9,5,Rain,Polar,Military,Failure,Weather,384000000
8499,2021,3,1,UAE,JAXA,Starship,Kennedy Space Center,22479,494000000,691,276,4,3,Cloudy,LEO,Navigation,Success,No Failure,621000000
8500,2006,5,22,UAE,SpaceX,Soyuz,Guiana Space Centre,15185,100000000,655,260,8,3,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,127000000
8501,2025,9,27,Russia,SpaceX,H-IIA,Tanegashima Space Center,29044,142000000,114,331,14,3,Cloudy,Polar,Navigation,Success,No Failure,169000000
8502,2016,5,3,UAE,SpaceX,H-IIA,Satish Dhawan Space Centre,27238,191000000,415,15,7,0,Clear,Polar,Weather,Success,No Failure,382000000
8503,2005,6,11,UAE,JAXA,H-IIA,Tanegashima Space Center,44135,326000000,254,313,13,5,Cloudy,LEO,Communication,Failure,Communication Failure,478000000
8504,2022,2,18,India,Roscosmos,Falcon 9,Baikonur Cosmodrome,27170,292000000,948,283,10,3,Rain,LEO,Scientific,Success,No Failure,388000000
8505,2021,6,2,India,ESA,H-IIA,Tanegashima Space Center,49248,378000000,236,216,2,1,Rain,MEO,Scientific,Failure,Engine Failure,486000000
8506,2003,11,20,USA,Roscosmos,Long March 5,Baikonur Cosmodrome,25188,266000000,773,276,6,7,Clear,MEO,Communication,Failure,Communication Failure,410000000
8507,2016,5,9,India,ISRO,Soyuz,Guiana Space Centre,7042,382000000,752,108,13,6,Cloudy,Polar,Military,Success,No Failure,527000000
8508,2008,4,16,China,JAXA,Starship,Baikonur Cosmodrome,25867,395000000,310,256,13,2,Cloudy,MEO,Communication,Success,No Failure,520000000
8509,2003,10,11,Japan,CNSA,Starship,Jiuquan Satellite Launch Center,27439,213000000,883,79,3,2,Rain,MEO,Communication,Success,No Failure,336000000
8510,2006,9,17,Japan,JAXA,Soyuz,Guiana Space Centre,49702,131000000,139,18,7,4,Cloudy,MEO,Communication,Success,No Failure,168000000
8511,2022,8,3,Russia,NASA,H-IIA,Baikonur Cosmodrome,16265,42000000,806,342,6,7,Rain,Sun-Synchronous,Military,Success,No Failure,209000000
8512,2001,11,1,India,Roscosmos,Falcon Heavy,Tanegashima Space Center,643,444000000,963,305,2,0,Clear,MEO,Scientific,Success,No Failure,607000000
8513,2016,7,1,USA,SpaceX,Long March 5,Kennedy Space Center,6301,401000000,442,213,6,4,Rain,MEO,Navigation,Success,No Failure,551000000
8514,2023,4,10,UAE,SpaceX,GSLV Mk III,Guiana Space Centre,27651,334000000,199,209,5,4,Cloudy,Sun-Synchronous,Communication,Success,No Failure,512000000
8515,2007,11,15,USA,ISRO,GSLV Mk III,Baikonur Cosmodrome,22136,221000000,461,11,5,2,Rain,LEO,Military,Success,No Failure,375000000
8516,2022,3,23,USA,ESA,Starship,Kennedy Space Center,21369,125000000,493,146,13,5,Cloudy,Polar,Navigation,Success,No Failure,180000000
8517,2014,1,8,France,NASA,H-IIA,Baikonur Cosmodrome,7837,113000000,189,35,10,5,Storm,GEO,Navigation,Failure,Navigation Error,167000000
8518,2014,3,10,UAE,Roscosmos,Soyuz,Baikonur Cosmodrome,25035,44000000,342,55,9,1,Clear,LEO,Scientific,Failure,Software Bug,114000000
8519,2007,2,19,China,ESA,Falcon Heavy,Baikonur Cosmodrome,32785,164000000,515,351,2,7,Storm,Sun-Synchronous,Weather,Success,No Failure,279000000
8520,2015,5,17,India,ESA,Long March 5,Tanegashima Space Center,43480,385000000,680,28,3,0,Rain,Sun-Synchronous,Navigation,Success,No Failure,401000000
8521,2018,8,1,UAE,CNSA,Falcon 9,Baikonur Cosmodrome,8616,38000000,296,344,12,0,Storm,Polar,Communication,Success,No Failure,125000000
8522,2010,4,23,USA,CNSA,GSLV Mk III,Kennedy Space Center,20614,229000000,147,164,3,7,Clear,MEO,Navigation,Success,No Failure,402000000
8523,2001,12,25,UAE,Roscosmos,Ariane 6,Jiuquan Satellite Launch Center,48015,101000000,219,109,14,0,Clear,GEO,Weather,Failure,Communication Failure,254000000
8524,2022,7,5,China,Roscosmos,Long March 5,Baikonur Cosmodrome,14498,65000000,359,24,5,1,Rain,GEO,Weather,Success,No Failure,89000000
8525,2023,9,1,Japan,Roscosmos,H-IIA,Jiuquan Satellite Launch Center,30779,54000000,475,161,12,0,Storm,GEO,Scientific,Success,No Failure,231000000
8526,2016,11,12,Russia,Roscosmos,Long March 5,Satish Dhawan Space Centre,42334,221000000,939,165,8,3,Rain,LEO,Military,Success,No Failure,340000000
8527,2025,4,27,India,SpaceX,Falcon Heavy,Guiana Space Centre,33481,42000000,116,272,4,7,Rain,Sun-Synchronous,Scientific,Success,No Failure,87000000
8528,2015,5,2,India,JAXA,Long March 5,Tanegashima Space Center,30289,384000000,105,112,7,1,Clear,GEO,Weather,Success,No Failure,490000000
8529,2024,9,4,France,JAXA,GSLV Mk III,Satish Dhawan Space Centre,15405,489000000,607,73,4,4,Rain,GEO,Military,Success,No Failure,671000000
8530,2014,2,13,Japan,ESA,Soyuz,Satish Dhawan Space Centre,31438,319000000,566,50,14,7,Cloudy,MEO,Scientific,Success,No Failure,514000000
8531,2012,2,9,India,JAXA,H-IIA,Kennedy Space Center,12800,284000000,617,111,14,3,Cloudy,LEO,Communication,Success,No Failure,464000000
8532,2014,10,23,France,ESA,GSLV Mk III,Kennedy Space Center,18702,435000000,200,13,5,7,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,445000000
8533,2003,2,19,France,SpaceX,Falcon 9,Jiuquan Satellite Launch Center,3994,365000000,367,71,5,5,Cloudy,Polar,Communication,Failure,Fuel Leak,537000000
8534,2015,1,9,France,JAXA,Soyuz,Jiuquan Satellite Launch Center,985,368000000,190,201,3,4,Clear,MEO,Communication,Success,No Failure,416000000
8535,2011,6,15,India,ESA,Starship,Tanegashima Space Center,40812,206000000,364,291,9,6,Clear,MEO,Navigation,Failure,Navigation Error,349000000
8536,2003,11,15,India,Roscosmos,Falcon Heavy,Tanegashima Space Center,19899,317000000,845,24,9,0,Storm,MEO,Navigation,Success,No Failure,336000000
8537,2002,1,3,India,NASA,H-IIA,Guiana Space Centre,45183,209000000,55,214,4,1,Clear,GEO,Weather,Success,No Failure,233000000
8538,2021,5,2,China,JAXA,GSLV Mk III,Baikonur Cosmodrome,36747,422000000,238,295,3,5,Cloudy,Polar,Navigation,Success,No Failure,443000000
8539,2016,11,16,France,CNSA,Soyuz,Tanegashima Space Center,7429,259000000,366,147,1,7,Clear,LEO,Communication,Success,No Failure,300000000
8540,2021,10,10,China,CNSA,Long March 5,Tanegashima Space Center,45674,368000000,780,174,1,3,Clear,Sun-Synchronous,Navigation,Success,No Failure,432000000
8541,2017,4,27,Russia,ESA,Soyuz,Jiuquan Satellite Launch Center,29103,392000000,734,5,7,1,Cloudy,LEO,Weather,Failure,Software Bug,470000000
8542,2024,1,6,India,NASA,GSLV Mk III,Baikonur Cosmodrome,46467,146000000,654,332,14,6,Rain,MEO,Military,Success,No Failure,325000000
8543,2017,11,8,UAE,CNSA,Starship,Guiana Space Centre,5437,310000000,573,360,3,6,Clear,Polar,Scientific,Success,No Failure,449000000
8544,2022,8,8,Japan,JAXA,GSLV Mk III,Kennedy Space Center,33931,479000000,212,338,12,1,Clear,LEO,Communication,Failure,Fuel Leak,529000000
8545,2016,5,25,USA,NASA,Starship,Guiana Space Centre,39584,411000000,879,7,13,7,Storm,LEO,Navigation,Success,No Failure,462000000
8546,2011,6,15,Russia,SpaceX,Long March 5,Baikonur Cosmodrome,13574,492000000,417,211,8,5,Rain,MEO,Military,Success,No Failure,635000000
8547,2022,7,21,UAE,ISRO,GSLV Mk III,Kennedy Space Center,736,494000000,566,271,11,7,Clear,MEO,Scientific,Success,No Failure,657000000
8548,2020,8,22,USA,ESA,Soyuz,Kennedy Space Center,23570,130000000,115,329,5,7,Cloudy,LEO,Scientific,Success,No Failure,211000000
8549,2023,12,28,USA,SpaceX,Falcon 9,Kennedy Space Center,11976,62000000,764,276,11,1,Rain,LEO,Scientific,Success,No Failure,94000000
8550,2003,3,14,India,SpaceX,Falcon 9,Guiana Space Centre,20227,320000000,373,240,11,4,Clear,GEO,Communication,Success,No Failure,495000000
8551,2011,6,5,Japan,NASA,Long March 5,Jiuquan Satellite Launch Center,39818,153000000,903,315,12,1,Clear,Polar,Scientific,Success,No Failure,179000000
8552,2025,9,16,USA,ESA,Ariane 6,Baikonur Cosmodrome,47132,32000000,242,4,4,0,Storm,MEO,Communication,Failure,Software Bug,227000000
8553,2022,11,2,France,SpaceX,Ariane 6,Guiana Space Centre,18839,30000000,414,202,6,6,Storm,Sun-Synchronous,Communication,Success,No Failure,218000000
8554,2021,4,24,UAE,Roscosmos,Soyuz,Guiana Space Centre,23039,121000000,419,106,5,3,Clear,Sun-Synchronous,Weather,Success,No Failure,210000000
8555,2020,12,26,USA,SpaceX,Falcon 9,Satish Dhawan Space Centre,728,473000000,385,40,3,2,Storm,MEO,Scientific,Success,No Failure,655000000
8556,2019,8,25,Russia,Roscosmos,Long March 5,Tanegashima Space Center,21944,216000000,627,65,9,7,Storm,Polar,Navigation,Success,No Failure,335000000
8557,2014,3,28,Japan,ISRO,Starship,Guiana Space Centre,28488,410000000,730,35,8,7,Clear,Sun-Synchronous,Military,Success,No Failure,510000000
8558,2022,1,16,Japan,Roscosmos,Soyuz,Satish Dhawan Space Centre,23699,74000000,716,44,5,1,Cloudy,GEO,Communication,Success,No Failure,179000000
8559,2015,2,11,USA,Roscosmos,Ariane 6,Jiuquan Satellite Launch Center,16592,202000000,637,263,2,3,Storm,MEO,Communication,Success,No Failure,364000000
8560,2004,12,24,Japan,NASA,H-IIA,Jiuquan Satellite Launch Center,36154,38000000,822,150,3,6,Rain,Sun-Synchronous,Weather,Failure,Communication Failure,79000000
8561,2020,5,24,Russia,SpaceX,Starship,Baikonur Cosmodrome,12951,382000000,182,279,3,7,Storm,Sun-Synchronous,Communication,Success,No Failure,410000000
8562,2014,7,10,UAE,ISRO,Soyuz,Satish Dhawan Space Centre,14491,281000000,903,65,7,4,Cloudy,MEO,Communication,Success,No Failure,478000000
8563,2016,6,22,Russia,SpaceX,Starship,Guiana Space Centre,13169,492000000,190,344,4,4,Cloudy,Polar,Navigation,Success,No Failure,584000000
8564,2017,9,15,Russia,JAXA,Starship,Baikonur Cosmodrome,7374,28000000,385,276,7,1,Clear,MEO,Communication,Success,No Failure,176000000
8565,2004,4,15,France,JAXA,Falcon 9,Satish Dhawan Space Centre,29753,167000000,907,32,12,5,Clear,LEO,Military,Success,No Failure,262000000
8566,2012,7,25,India,Roscosmos,H-IIA,Guiana Space Centre,24489,44000000,548,353,10,7,Clear,Sun-Synchronous,Military,Success,No Failure,228000000
8567,2018,4,13,USA,CNSA,Soyuz,Baikonur Cosmodrome,19703,325000000,698,164,7,6,Rain,LEO,Navigation,Success,No Failure,414000000
8568,2012,3,14,UAE,Roscosmos,GSLV Mk III,Baikonur Cosmodrome,3489,91000000,225,353,5,5,Cloudy,Polar,Weather,Success,No Failure,271000000
8569,2017,6,11,Japan,SpaceX,Falcon 9,Tanegashima Space Center,42546,453000000,849,161,12,1,Cloudy,LEO,Navigation,Success,No Failure,537000000
8570,2013,11,15,Russia,ISRO,Starship,Jiuquan Satellite Launch Center,7638,441000000,900,325,4,5,Cloudy,Polar,Military,Success,No Failure,561000000
8571,2003,11,16,USA,CNSA,Starship,Guiana Space Centre,35261,341000000,85,82,13,0,Rain,MEO,Navigation,Success,No Failure,484000000
8572,2003,5,28,UAE,ISRO,Ariane 6,Tanegashima Space Center,29417,76000000,192,265,1,2,Storm,GEO,Navigation,Success,No Failure,190000000
8573,2019,11,18,UAE,NASA,GSLV Mk III,Baikonur Cosmodrome,36313,41000000,698,42,14,5,Storm,GEO,Scientific,Success,No Failure,111000000
8574,2019,10,7,USA,Roscosmos,Ariane 6,Baikonur Cosmodrome,6693,331000000,577,199,0,7,Clear,MEO,Scientific,Success,No Failure,402000000
8575,2018,11,14,India,Roscosmos,GSLV Mk III,Satish Dhawan Space Centre,16657,55000000,811,207,6,1,Storm,Sun-Synchronous,Navigation,Success,No Failure,83000000
8576,2012,8,22,France,JAXA,Starship,Tanegashima Space Center,18876,198000000,553,110,9,1,Clear,Polar,Communication,Success,No Failure,313000000
8577,2011,10,20,Japan,NASA,GSLV Mk III,Kennedy Space Center,20483,87000000,55,132,11,0,Rain,LEO,Navigation,Success,No Failure,128000000
8578,2006,2,27,France,JAXA,H-IIA,Guiana Space Centre,47527,20000000,633,231,9,4,Rain,GEO,Weather,Success,No Failure,60000000
8579,2024,4,10,UAE,SpaceX,Falcon Heavy,Jiuquan Satellite Launch Center,34573,67000000,722,72,13,5,Storm,LEO,Navigation,Success,No Failure,177000000
8580,2011,8,27,Japan,Roscosmos,Ariane 6,Tanegashima Space Center,23247,436000000,273,328,10,2,Clear,LEO,Military,Success,No Failure,577000000
8581,2020,12,10,UAE,SpaceX,Ariane 6,Baikonur Cosmodrome,32126,171000000,927,124,6,4,Storm,LEO,Weather,Success,No Failure,303000000
8582,2003,1,19,Russia,ISRO,Falcon 9,Satish Dhawan Space Centre,38735,452000000,405,197,1,1,Storm,Sun-Synchronous,Military,Success,No Failure,570000000
8583,2001,10,7,Russia,CNSA,H-IIA,Guiana Space Centre,4959,216000000,987,279,14,2,Storm,GEO,Weather,Success,No Failure,388000000
8584,2001,3,22,USA,CNSA,Soyuz,Jiuquan Satellite Launch Center,5587,77000000,876,107,12,1,Cloudy,LEO,Weather,Success,No Failure,99000000
8585,2004,7,6,Japan,CNSA,Ariane 6,Guiana Space Centre,15398,67000000,85,354,2,6,Clear,LEO,Military,Success,No Failure,243000000
8586,2022,2,1,Japan,JAXA,GSLV Mk III,Satish Dhawan Space Centre,41501,460000000,595,143,10,7,Rain,GEO,Navigation,Success,No Failure,545000000
8587,2009,7,9,UAE,ESA,GSLV Mk III,Baikonur Cosmodrome,15258,467000000,947,51,7,0,Rain,LEO,Weather,Success,No Failure,563000000
8588,2009,6,23,France,NASA,Falcon Heavy,Jiuquan Satellite Launch Center,47738,374000000,574,123,11,7,Storm,Polar,Communication,Success,No Failure,441000000
8589,2008,7,11,Russia,CNSA,Soyuz,Kennedy Space Center,15621,253000000,988,50,3,6,Clear,GEO,Military,Success,No Failure,393000000
8590,2012,8,5,China,Roscosmos,Falcon Heavy,Satish Dhawan Space Centre,18166,456000000,763,339,4,0,Storm,LEO,Military,Success,No Failure,579000000
8591,2006,6,17,USA,NASA,Soyuz,Kennedy Space Center,46770,207000000,106,281,14,4,Storm,Sun-Synchronous,Navigation,Success,No Failure,361000000
8592,2004,6,26,Japan,ISRO,Ariane 6,Tanegashima Space Center,32499,401000000,56,39,6,3,Storm,Polar,Navigation,Success,No Failure,468000000
8593,2025,11,11,India,ISRO,Ariane 6,Guiana Space Centre,48351,133000000,492,324,7,6,Cloudy,MEO,Weather,Failure,Engine Failure,188000000
8594,2009,7,18,India,JAXA,Falcon 9,Jiuquan Satellite Launch Center,49415,109000000,364,328,0,4,Rain,Sun-Synchronous,Military,Success,No Failure,275000000
8595,2009,2,18,China,ISRO,GSLV Mk III,Baikonur Cosmodrome,49493,388000000,160,362,6,6,Rain,MEO,Navigation,Success,No Failure,488000000
8596,2005,3,5,Russia,ISRO,Falcon 9,Kennedy Space Center,39377,446000000,165,269,2,2,Storm,MEO,Military,Success,No Failure,562000000
8597,2018,10,22,Russia,ESA,Soyuz,Baikonur Cosmodrome,35388,188000000,356,166,14,0,Rain,LEO,Communication,Success,No Failure,314000000
8598,2020,1,25,Russia,SpaceX,GSLV Mk III,Tanegashima Space Center,44605,382000000,820,36,14,4,Clear,Polar,Military,Success,No Failure,526000000
8599,2007,8,8,France,SpaceX,Ariane 6,Kennedy Space Center,27758,429000000,716,109,4,0,Clear,LEO,Weather,Success,No Failure,617000000
8600,2000,3,7,UAE,CNSA,Falcon Heavy,Baikonur Cosmodrome,14393,462000000,767,243,11,3,Rain,Sun-Synchronous,Communication,Success,No Failure,539000000
8601,2016,3,15,India,ESA,Ariane 6,Baikonur Cosmodrome,21380,380000000,359,124,11,4,Storm,MEO,Communication,Success,No Failure,400000000
8602,2006,11,26,Russia,JAXA,Ariane 6,Tanegashima Space Center,32212,196000000,143,223,0,0,Storm,LEO,Scientific,Success,No Failure,302000000
8603,2013,1,23,India,SpaceX,Starship,Satish Dhawan Space Centre,30443,211000000,241,19,10,1,Clear,Sun-Synchronous,Navigation,Success,No Failure,383000000
8604,2020,6,20,China,JAXA,Falcon Heavy,Jiuquan Satellite Launch Center,5806,152000000,851,37,2,5,Cloudy,Sun-Synchronous,Communication,Success,No Failure,220000000
8605,2020,3,2,USA,JAXA,Starship,Tanegashima Space Center,28800,191000000,328,217,4,7,Clear,MEO,Scientific,Success,No Failure,356000000
8606,2016,11,15,UAE,ISRO,H-IIA,Kennedy Space Center,24607,37000000,609,101,0,3,Rain,LEO,Weather,Success,No Failure,128000000
8607,2008,4,1,France,SpaceX,H-IIA,Kennedy Space Center,39146,270000000,104,193,1,5,Storm,Polar,Navigation,Success,No Failure,413000000
8608,2016,1,8,Japan,NASA,Falcon Heavy,Guiana Space Centre,11209,460000000,66,85,12,7,Cloudy,Sun-Synchronous,Military,Success,No Failure,567000000
8609,2004,12,20,China,CNSA,Soyuz,Baikonur Cosmodrome,32981,492000000,384,233,2,1,Clear,LEO,Military,Success,No Failure,517000000
8610,2025,2,26,UAE,SpaceX,Falcon 9,Jiuquan Satellite Launch Center,15414,131000000,111,39,12,5,Rain,Polar,Military,Success,No Failure,227000000
8611,2024,1,11,India,NASA,H-IIA,Kennedy Space Center,31675,59000000,686,42,7,2,Rain,MEO,Communication,Success,No Failure,231000000
8612,2019,6,15,China,Roscosmos,Starship,Satish Dhawan Space Centre,28912,121000000,798,190,14,3,Storm,Polar,Navigation,Success,No Failure,264000000
8613,2007,9,18,Japan,NASA,Soyuz,Satish Dhawan Space Centre,16651,388000000,622,309,4,0,Storm,MEO,Weather,Success,No Failure,540000000
8614,2005,11,13,UAE,NASA,Falcon 9,Tanegashima Space Center,5509,193000000,605,306,4,1,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,316000000
8615,2010,9,22,France,ISRO,Falcon 9,Kennedy Space Center,20746,333000000,376,361,12,2,Storm,GEO,Navigation,Success,No Failure,351000000
8616,2018,7,19,USA,ISRO,GSLV Mk III,Jiuquan Satellite Launch Center,49780,360000000,942,107,2,6,Clear,GEO,Scientific,Success,No Failure,415000000
8617,2003,10,15,Japan,CNSA,Ariane 6,Jiuquan Satellite Launch Center,1845,427000000,177,157,8,1,Clear,Sun-Synchronous,Scientific,Success,No Failure,572000000
8618,2017,10,13,UAE,ISRO,GSLV Mk III,Kennedy Space Center,11128,431000000,549,225,8,3,Storm,Polar,Military,Success,No Failure,601000000
8619,2000,6,15,France,NASA,Ariane 6,Guiana Space Centre,44293,321000000,308,18,11,5,Storm,GEO,Communication,Success,No Failure,484000000
8620,2012,1,18,India,ESA,GSLV Mk III,Guiana Space Centre,40400,215000000,762,60,13,7,Clear,MEO,Communication,Failure,Communication Failure,241000000
8621,2013,3,7,Japan,ISRO,Starship,Guiana Space Centre,21526,91000000,884,142,11,1,Clear,Sun-Synchronous,Weather,Success,No Failure,239000000
8622,2023,7,20,China,ISRO,Starship,Kennedy Space Center,45964,201000000,673,118,1,1,Cloudy,LEO,Weather,Success,No Failure,364000000
8623,2000,5,5,Russia,NASA,Ariane 6,Tanegashima Space Center,29789,260000000,916,168,7,6,Rain,GEO,Military,Success,No Failure,337000000
8624,2010,12,22,China,Roscosmos,H-IIA,Jiuquan Satellite Launch Center,29932,308000000,953,192,0,4,Rain,Polar,Scientific,Success,No Failure,405000000
8625,2016,9,23,India,Roscosmos,Falcon 9,Tanegashima Space Center,20107,342000000,459,286,4,0,Rain,Sun-Synchronous,Military,Success,No Failure,438000000
8626,2003,7,7,UAE,SpaceX,Starship,Tanegashima Space Center,20360,132000000,937,29,14,6,Clear,GEO,Communication,Success,No Failure,219000000
8627,2025,3,4,USA,CNSA,Falcon 9,Tanegashima Space Center,5597,359000000,192,157,6,7,Clear,GEO,Communication,Success,No Failure,407000000
8628,2011,10,28,Japan,Roscosmos,Soyuz,Satish Dhawan Space Centre,27614,182000000,950,19,7,1,Clear,Sun-Synchronous,Military,Success,No Failure,274000000
8629,2009,1,24,UAE,ISRO,Falcon Heavy,Kennedy Space Center,13973,58000000,446,90,7,7,Clear,LEO,Navigation,Success,No Failure,133000000
8630,2005,12,4,USA,ESA,Falcon 9,Baikonur Cosmodrome,42895,254000000,768,110,5,4,Rain,Sun-Synchronous,Communication,Success,No Failure,371000000
8631,2024,7,4,India,SpaceX,Falcon 9,Kennedy Space Center,25331,450000000,408,58,6,7,Rain,LEO,Weather,Success,No Failure,639000000
8632,2000,11,24,Japan,CNSA,Soyuz,Tanegashima Space Center,22606,90000000,701,116,3,5,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,218000000
8633,2006,8,25,France,ESA,Ariane 6,Satish Dhawan Space Centre,11109,238000000,788,40,12,0,Cloudy,MEO,Military,Success,No Failure,369000000
8634,2025,3,22,France,ESA,GSLV Mk III,Satish Dhawan Space Centre,5246,24000000,368,265,9,3,Clear,MEO,Navigation,Success,No Failure,172000000
8635,2020,11,18,UAE,ISRO,Long March 5,Kennedy Space Center,30884,260000000,697,121,6,7,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,395000000
8636,2015,8,27,China,NASA,H-IIA,Baikonur Cosmodrome,16959,184000000,851,110,6,3,Rain,LEO,Navigation,Success,No Failure,243000000
8637,2023,11,12,UAE,NASA,Ariane 6,Tanegashima Space Center,31788,20000000,761,364,8,4,Rain,GEO,Military,Success,No Failure,81000000
8638,2013,6,26,China,NASA,GSLV Mk III,Satish Dhawan Space Centre,36879,489000000,327,205,10,4,Rain,Sun-Synchronous,Scientific,Success,No Failure,548000000
8639,2022,10,24,India,Roscosmos,GSLV Mk III,Tanegashima Space Center,8501,400000000,867,159,14,3,Rain,GEO,Weather,Success,No Failure,599000000
8640,2019,11,26,France,NASA,H-IIA,Tanegashima Space Center,36660,203000000,701,334,1,2,Storm,Sun-Synchronous,Weather,Success,No Failure,395000000
8641,2019,10,9,Japan,CNSA,Ariane 6,Jiuquan Satellite Launch Center,10684,410000000,711,95,10,5,Clear,Polar,Communication,Success,No Failure,452000000
8642,2005,1,9,France,ISRO,Ariane 6,Tanegashima Space Center,13449,388000000,140,34,7,0,Clear,LEO,Navigation,Success,No Failure,450000000
8643,2021,1,8,China,Roscosmos,H-IIA,Guiana Space Centre,38379,467000000,747,242,8,0,Storm,Polar,Military,Success,No Failure,489000000
8644,2024,12,2,UAE,CNSA,Falcon 9,Jiuquan Satellite Launch Center,44838,27000000,131,318,2,4,Cloudy,Polar,Weather,Failure,Navigation Error,221000000
8645,2004,11,21,India,NASA,Falcon 9,Tanegashima Space Center,6619,127000000,68,330,7,5,Clear,LEO,Weather,Success,No Failure,241000000
8646,2023,1,18,France,CNSA,Starship,Tanegashima Space Center,35662,401000000,428,313,0,0,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,590000000
8647,2020,3,17,India,ESA,Starship,Baikonur Cosmodrome,34684,401000000,694,149,12,2,Rain,LEO,Military,Success,No Failure,413000000
8648,2017,2,13,France,ISRO,Falcon Heavy,Jiuquan Satellite Launch Center,8343,497000000,833,103,9,0,Cloudy,LEO,Military,Success,No Failure,649000000
8649,2014,12,20,UAE,ISRO,Falcon Heavy,Jiuquan Satellite Launch Center,27305,467000000,418,310,14,4,Clear,MEO,Scientific,Success,No Failure,582000000
8650,2005,12,23,USA,CNSA,Long March 5,Baikonur Cosmodrome,8931,204000000,730,217,4,6,Clear,MEO,Weather,Failure,Fuel Leak,369000000
8651,2024,10,14,UAE,SpaceX,Ariane 6,Guiana Space Centre,18661,303000000,507,165,0,1,Rain,GEO,Navigation,Success,No Failure,351000000
8652,2018,1,15,France,ISRO,Starship,Jiuquan Satellite Launch Center,39582,173000000,68,168,0,1,Clear,LEO,Weather,Success,No Failure,366000000
